ferrGene	lncRNA	cor	pvalue	Regulation
PHKG2	AC079922.2	0.48536782315815	5.80354667045861e-20	postive
EGLN2	AC079922.2	0.4260282102906	2.81811629776897e-15	postive
TAZ	AC079922.2	0.487381190905256	3.87380885276261e-20	postive
TUBE1	AC090589.3	0.434641721456853	6.68527768092346e-16	postive
GPX4	LINC02585	0.443152694252483	1.5489075947308e-16	postive
MUC1	LINC02585	0.506955587667421	6.59974184893032e-22	postive
PHKG2	LINC02585	0.574676894478914	5.42446623404093e-29	postive
TAZ	LINC02585	0.413386371797998	2.16432916221154e-14	postive
HSPB1	AC018816.1	0.428678961972902	1.81786006405912e-15	postive
CAPG	AC018816.1	0.428252456396641	1.9512296196568e-15	postive
EGLN2	AC018816.1	0.462304645479992	4.9454383604861e-18	postive
ALOX12B	AC007182.1	0.544492644669706	1.23359687162548e-25	postive
ALOXE3	AC007182.1	0.526391309531629	8.85145284404887e-24	postive
GPX4	MAPKAPK5-AS1	0.55266018487637	1.64567989460482e-26	postive
CISD1	MAPKAPK5-AS1	0.459979241723848	7.60115159449364e-18	postive
ATF4	MAPKAPK5-AS1	0.603233465277204	1.66957343245967e-32	postive
MTOR	MAPKAPK5-AS1	-0.422538383269973	4.98989428618712e-15	negative
FH	MAPKAPK5-AS1	0.432854782508002	9.04093106748637e-16	postive
CISD2	MAPKAPK5-AS1	0.468235129538415	1.62793314390586e-18	postive
ISCU	MAPKAPK5-AS1	0.46701795180291	2.04854544719001e-18	postive
PRDX6	MAPKAPK5-AS1	0.486168935457435	4.94287185415554e-20	postive
AIFM2	MAPKAPK5-AS1	0.476898446744269	3.0876414584699e-19	postive
SELENOS	MAPKAPK5-AS1	0.475678800526677	3.91306320112733e-19	postive
ASNS	MAPKAPK5-AS1	0.498919279468916	3.62587461599152e-21	postive
DDIT3	MAPKAPK5-AS1	0.516756862040299	7.76695589061383e-23	postive
ZNF419	MAPKAPK5-AS1	0.501162326778096	2.2639262041908e-21	postive
TRIB3	MAPKAPK5-AS1	0.426924566186961	2.43087255909577e-15	postive
TUBE1	MAPKAPK5-AS1	0.488748591308925	2.93931133141416e-20	postive
RPL8	MAPKAPK5-AS1	0.499999080749734	2.8915481648387e-21	postive
SLC2A8	MAPKAPK5-AS1	0.426850171569611	2.46092037245641e-15	postive
HMGB1	MAPKAPK5-AS1	0.402602780301416	1.15247193521799e-13	postive
STMN1	MAPKAPK5-AS1	0.419827099491677	7.74275829713631e-15	postive
NOX1	MAPKAPK5-AS1	0.450270315129626	4.4164470000398e-17	postive
DUOX1	MAPKAPK5-AS1	-0.440097415733469	2.63065444085887e-16	negative
SLC1A5	MAPKAPK5-AS1	0.441350496363656	2.11834431086554e-16	postive
PHKG2	MAPKAPK5-AS1	0.651965008853145	2.18647670883616e-39	postive
MAP1LC3A	MAPKAPK5-AS1	0.433603730510344	7.96824767225117e-16	postive
GABARAPL2	MAPKAPK5-AS1	0.425732828437735	2.95850537376706e-15	postive
BID	MAPKAPK5-AS1	0.596114489132137	1.35204730739332e-31	postive
PEBP1	MAPKAPK5-AS1	0.525084906877496	1.1931186676796e-23	postive
EGLN2	MAPKAPK5-AS1	0.538381196374662	5.37405776752286e-25	postive
TAZ	MAPKAPK5-AS1	0.583497358456321	4.85861614520882e-30	postive
LONP1	MAPKAPK5-AS1	0.414916071665997	1.69886773533758e-14	postive
PHKG2	AC004812.2	0.468878277823945	1.44124302606237e-18	postive
PEBP1	AC004812.2	0.42841392288134	1.89964710531364e-15	postive
SLC7A11	AC145207.8	0.461348225362661	5.90411636554842e-18	postive
AKR1C1	AC145207.8	0.540671702210772	3.10663778041545e-25	postive
AKR1C2	AC145207.8	0.481237352538226	1.31899746128615e-19	postive
AKR1C3	AC145207.8	0.549155729244336	3.93230638742238e-26	postive
GCLC	AC145207.8	0.447397059204484	7.35523208849674e-17	postive
NQO1	AC145207.8	0.593676607859188	2.73460914120052e-31	postive
TXNRD1	AC145207.8	0.562606522780692	1.31218379684133e-27	postive
SRXN1	AC145207.8	0.638951839089119	1.99320396396937e-37	postive
GPX2	AC145207.8	0.666678676193504	1.01023544851946e-41	postive
FTL	AC145207.8	0.464387684281763	3.35562786963918e-18	postive
MAFG	AC145207.8	0.465202438056056	2.88124841099662e-18	postive
PRDX1	AC145207.8	0.422455204817242	5.05790325136076e-15	postive
G6PD	AC145207.8	0.600366330935259	3.90110894871866e-32	postive
PGD	AC145207.8	0.563159741107194	1.13713740886564e-27	postive
ABCC1	AC145207.8	0.603661231877071	1.46992246441296e-32	postive
IDH1	AC145207.8	0.512330740521105	2.0588178024761e-22	postive
HRAS	LINC00623	0.44398774951228	1.33890230395497e-16	postive
GPX4	EXOSC10-AS1	0.414446043324333	1.83033295857768e-14	postive
CISD1	EXOSC10-AS1	0.447480285377558	7.24784921220558e-17	postive
PHKG2	EXOSC10-AS1	0.474669417935163	4.75727867202521e-19	postive
GPX4	IDH1-AS1	0.425198312450544	3.23017682989687e-15	postive
CISD1	IDH1-AS1	0.474343289811654	5.06653171703837e-19	postive
DDIT3	IDH1-AS1	0.408587164230133	4.5898570760826e-14	postive
PHKG2	IDH1-AS1	0.554262693921802	1.10119760926966e-26	postive
EGLN2	IDH1-AS1	0.538142570068919	5.68845207474916e-25	postive
TAZ	IDH1-AS1	0.468811748821272	1.45953475432614e-18	postive
TMBIM4	UBR5-AS1	0.484908484960676	6.3618493122757e-20	postive
ZNF419	UBR5-AS1	0.415025942602577	1.66949654170089e-14	postive
EMC2	UBR5-AS1	0.628613137477167	6.17414331957492e-36	postive
GABARAPL2	UBR5-AS1	0.40000322022356	1.7093467942573e-13	postive
TUBE1	AC253536.6	0.428856674149762	1.76496417202249e-15	postive
GCLC	AC125257.1	0.479230353299553	1.95775348809474e-19	postive
NFE2L2	AC125257.1	0.454729687211159	1.98196479696226e-17	postive
HELLS	AC125257.1	0.53284964518514	1.98455153014181e-24	postive
PSAT1	AC125257.1	0.479589317309989	1.82458637719659e-19	postive
KLHL24	AC125257.1	0.440597786750249	2.41294876456265e-16	postive
TUBE1	AC125257.1	0.526782754237293	8.09192166535249e-24	postive
ELAVL1	AC125257.1	0.523326058424949	1.77982444809688e-23	postive
GABPB1	AC125257.1	0.469737427022012	1.22432731370369e-18	postive
NOX1	AC125257.1	0.431355899060655	1.16299960011936e-15	postive
ATG4D	AC125257.1	0.404450682376468	8.69003507435151e-14	postive
BID	AC125257.1	0.504057531392165	1.22631189662029e-21	postive
HSPB1	AC087741.2	0.423449287397346	4.30131349965347e-15	postive
CHMP6	AC087741.2	0.471269263005947	9.14317201532801e-19	postive
HRAS	AC087741.2	0.403224730829766	1.04821057899725e-13	postive
PHKG2	AC087741.2	0.512666786224353	1.91289359267604e-22	postive
SAT1	AC087741.2	0.421165721301197	6.23599653962764e-15	postive
EGLN2	AC087741.2	0.505686770168848	8.66258980546015e-22	postive
TAZ	AC087741.2	0.512822559656599	1.84875370163235e-22	postive
HELLS	LINC00342	0.456971966259125	1.31883650470168e-17	postive
ISCU	LINC00342	0.406133593200098	6.70961388992274e-14	postive
TUBE1	LINC00342	0.423150245440205	4.51641840234471e-15	postive
TF	LINC00342	0.411065046321719	3.11809312811975e-14	postive
STMN1	LINC00342	0.460317347593722	7.14209919926175e-18	postive
NOX1	LINC00342	0.429953160420941	1.47041970978748e-15	postive
MYB	LINC00342	0.457443499097946	1.21010596143657e-17	postive
GPX4	AL049840.3	-0.430075011105777	1.44082647990897e-15	negative
CISD1	AL049840.3	-0.404881478189961	8.13446132093433e-14	negative
MTOR	AL049840.3	0.430012448903304	1.45594696031915e-15	postive
PHKG2	AL049840.3	-0.443293145356982	1.5114539956037e-16	negative
MAPK1	AL049840.3	0.443773346928646	1.38999076664343e-16	postive
ALOX12B	OVOL1-AS1	0.58811283840885	1.33467595090937e-30	postive
ALOXE3	OVOL1-AS1	0.531645750029599	2.62885137682543e-24	postive
DNAJB6	STXBP5-AS1	0.436357102774514	4.99512197961658e-16	postive
ALOX12B	AL451042.1	0.410103081205401	3.62443465684043e-14	postive
SLC2A8	AC010969.2	0.412979073413125	2.30799047413708e-14	postive
NOX1	AC010969.2	0.434845190536038	6.45867500676973e-16	postive
HRAS	AC010969.2	0.435132463098133	6.15151468240446e-16	postive
PHKG2	AC010969.2	0.549477505715462	3.63159437373047e-26	postive
EGLN2	AC010969.2	0.471896154092433	8.11000313071607e-19	postive
TAZ	AC010969.2	0.457914386712971	1.11032278083426e-17	postive
HELLS	MCF2L-AS1	0.497295433039666	5.08813930652167e-21	postive
FADS2	MCF2L-AS1	0.413612587075685	2.08835928169339e-14	postive
KLHL24	MCF2L-AS1	0.536938903987309	7.57258359081015e-25	postive
STMN1	MCF2L-AS1	0.486786663688476	4.366148330829e-20	postive
ATG4D	MCF2L-AS1	0.450851239630177	3.98134675279173e-17	postive
MYB	MCF2L-AS1	0.458280148753048	1.03843427538612e-17	postive
ATF4	AL390728.5	0.42664674680429	2.54495378976578e-15	postive
TUBE1	AL390728.5	0.520964498057237	3.03393751119514e-23	postive
HMGB1	AL390728.5	0.510979303319363	2.76477081007748e-22	postive
GABPB1	AL390728.5	0.428451105733599	1.88795923675845e-15	postive
TAZ	AL390728.5	0.40074520820429	1.52797836115768e-13	postive
ISCU	AL353622.1	0.416648696491494	1.28942615894361e-14	postive
PHKG2	AL353622.1	0.421242437665153	6.15894956832546e-15	postive
TAZ	AL353622.1	0.439373438871069	2.9801299170077e-16	postive
FANCD2	AC091057.1	0.556624714074405	6.06689707629395e-27	postive
HELLS	AC091057.1	0.684640619778297	9.25400313291051e-45	postive
HMGB1	AC091057.1	0.423675859887709	4.14505152765196e-15	postive
ELAVL1	AC091057.1	0.477729683999713	2.62583440246225e-19	postive
SP1	AC091057.1	0.423840362966726	4.03509618389763e-15	postive
STMN1	AC091057.1	0.478589571423936	2.21963133860144e-19	postive
RRM2	AC091057.1	0.519887864458146	3.86373648305268e-23	postive
GABPB1	AC091057.1	0.470931414720919	9.75253788014752e-19	postive
AURKA	AC091057.1	0.478875466676609	2.0987887873093e-19	postive
ATG3	AC091057.1	0.423309704735739	4.40043813886329e-15	postive
MAPK8	AC091057.1	0.423177573015059	4.49633165894088e-15	postive
YY1AP1	AC091057.1	0.484728708897252	6.59445894011784e-20	postive
ATF4	AC103691.1	0.423662221046527	4.1542985193946e-15	postive
MTOR	AC103691.1	-0.418957423160712	8.90708398660915e-15	negative
CHMP6	AC103691.1	0.434509965110068	6.83615349892409e-16	postive
NOX1	AC103691.1	0.400504556743038	1.58463686107762e-13	postive
HRAS	AC103691.1	0.53530185584825	1.11540564843722e-24	postive
PHKG2	AC103691.1	0.634019122103193	1.04231979516397e-36	postive
EGLN2	AC103691.1	0.609914597509044	2.23407073642373e-33	postive
TAZ	AC103691.1	0.576640660605033	3.19012077198554e-29	postive
AIFM2	AL132712.1	0.402683127405336	1.13845295153722e-13	postive
ZNF419	AL132712.1	0.407845603128633	5.14968136523779e-14	postive
PHKG2	AL132712.1	0.411744640401331	2.80281337583879e-14	postive
TAZ	AL132712.1	0.506159821887728	7.82828351415354e-22	postive
ATM	UGDH-AS1	0.448800605179633	5.7364939475332e-17	postive
DRD4	AC025175.1	0.474787670890495	4.64979243009829e-19	postive
MYB	AC025175.1	0.527565088576725	6.76128872535127e-24	postive
TUBE1	AP006621.2	0.408800910369307	4.43986399444392e-14	postive
SETD1B	AC010761.3	0.427818171441744	2.0968752948184e-15	postive
STMN1	AC025176.1	0.480724955364201	1.45928336766432e-19	postive
NOX1	AC025176.1	0.502777588240613	1.60925594185184e-21	postive
ALOX12	AP001547.1	0.42881289128221	1.77785432822357e-15	postive
MYB	BACE1-AS	0.43280135977753	9.1226386373535e-16	postive
ATM	BACE1-AS	0.431177126726065	1.19836089023636e-15	postive
IFNG	AC008760.2	0.464818303428672	3.09607160911342e-18	postive
PHKG2	AC135048.3	0.50174959345461	2.00012961040544e-21	postive
MYB	AC004918.1	0.441683151188214	1.99967442591267e-16	postive
HELLS	AC007996.1	0.532882374116825	1.96940964188124e-24	postive
PLIN4	AL137246.2	0.81555041120003	4.21295575347318e-76	postive
GOT1	AL137246.2	0.529946713962525	3.90175459074178e-24	postive
PRKAA2	AL137246.2	0.477284073260245	2.86424117305422e-19	postive
GPX4	AL451085.2	0.513130600982248	1.7280904456436e-22	postive
PRDX6	AL451085.2	0.518081039193642	5.78607967817497e-23	postive
NOX1	AL451085.2	0.446099744994507	9.24557198773827e-17	postive
KEAP1	AL451085.2	0.43174292261727	1.0899137410572e-15	postive
PHKG2	AL451085.2	0.670326279577499	2.53927646090763e-42	postive
ATG4D	AL451085.2	0.420539114193949	6.90167310062227e-15	postive
MAP1LC3A	AL451085.2	0.411599641752612	2.86734864098029e-14	postive
PEBP1	AL451085.2	0.410282571222119	3.52421602201712e-14	postive
ANO6	AL451085.2	-0.431147895903922	1.20424215744399e-15	negative
EGLN2	AL451085.2	0.55089991626835	2.55223817309907e-26	postive
TAZ	AL451085.2	0.577591649263471	2.46376971422369e-29	postive
LONP1	AL451085.2	0.479181494284377	1.97660256036948e-19	postive
TUBE1	AC092171.3	0.434163368045374	7.24917047541057e-16	postive
ELAVL1	AC092171.3	0.448076246116353	6.52260049799598e-17	postive
GABPB1	AC092171.3	0.40709466583738	5.78452091414404e-14	postive
ATG4D	AC092171.3	0.407882387392592	5.12040153379788e-14	postive
WIPI2	AC092171.3	0.47662426198862	3.25681481394264e-19	postive
BID	AC092171.3	0.434376957681728	6.99184706616987e-16	postive
KLHL24	EIF2AK3-DT	0.521751680960279	2.54096184643097e-23	postive
TUBE1	EIF2AK3-DT	0.43869047153553	3.35134986427883e-16	postive
PIK3CA	EIF2AK3-DT	0.414435158869225	1.83349236158713e-14	postive
GPX4	AP006621.3	0.46844237058965	1.56531962519837e-18	postive
RPL8	AP006621.3	0.50931711351052	3.96609152032074e-22	postive
SLC2A8	AP006621.3	0.435613555130729	5.66889511010253e-16	postive
NOX1	AP006621.3	0.402797251570495	1.11882682579217e-13	postive
HRAS	AP006621.3	0.407724415597749	5.24730879485725e-14	postive
PHKG2	AP006621.3	0.699009555647482	2.36247103573839e-47	postive
EGLN2	AP006621.3	0.641105998936083	9.58664690170629e-38	postive
TAZ	AP006621.3	0.568113350507899	3.11739835950586e-28	postive
LONP1	AP006621.3	0.445049545412981	1.11183276756103e-16	postive
TUBE1	AC079684.1	0.414894674379637	1.70464632224074e-14	postive
HMGB1	AC079684.1	0.417975918583349	1.04276807156672e-14	postive
ISCU	AC015802.3	0.407886376535178	5.1172360315613e-14	postive
SOCS1	AC015802.3	0.512181447178867	2.12711352124373e-22	postive
MYB	AC015802.3	0.57509568269459	4.84529828742315e-29	postive
PHKG2	AC002116.2	0.403938318594584	9.39924870911902e-14	postive
TAZ	AC002116.2	0.418742551843415	9.2201973254681e-15	postive
TUBE1	AP002449.1	0.404875774895872	8.14158443514613e-14	postive
NFE2L2	AL354993.2	0.515174298658578	1.10239312299085e-22	postive
KLHL24	AL354993.2	0.509589298465446	3.7390483865598e-22	postive
PIK3CA	AL354993.2	0.456273249717917	1.49780738895251e-17	postive
SIRT1	AL354993.2	0.436289080920733	5.05334436702297e-16	postive
KLHL24	AC022364.1	0.443446292676347	1.47162716162231e-16	postive
PIK3CA	AC022364.1	0.513005502452076	1.77612767364592e-22	postive
MT1G	AL139288.1	0.576888890015254	2.9823174803979e-29	postive
CHMP6	AP001363.2	0.45860143607629	9.79072332615974e-18	postive
PHKG2	AP001363.2	0.431207880542437	1.19220359070646e-15	postive
EGLN2	AP001363.2	0.413623132819761	2.08488212647464e-14	postive
TUBE1	AL031670.1	0.502423003839123	1.73473756330337e-21	postive
ALOX12B	AC103974.1	0.46945081965074	1.29285978396276e-18	postive
ALOXE3	AC103974.1	0.526706594548819	8.23448175654584e-24	postive
CDO1	AC103974.1	0.443211274596067	1.53317676960026e-16	postive
ALOX12	AC024592.2	0.407528486632713	5.40899037401491e-14	postive
GPX4	AC017100.1	0.418401856336975	9.73888769799886e-15	postive
SQSTM1	AC017100.1	0.413169633473197	2.23965090026542e-14	postive
CISD1	AC017100.1	0.419616375013602	8.01038641313205e-15	postive
HELLS	AC017100.1	0.453560898015801	2.44789600992552e-17	postive
ISCU	AC017100.1	0.49539000870406	7.55480732905583e-21	postive
MAP1LC3A	AC017100.1	0.565286701612598	6.54113273264811e-28	postive
CDKN2A	AC017100.1	0.542053493290868	2.22752700890575e-25	postive
SOCS1	AC017100.1	0.48879466116614	2.91203676703295e-20	postive
MAPK8	AC017100.1	0.406724504114687	6.12501987651042e-14	postive
GPX4	AL603839.3	0.404056162000447	9.23127879506186e-14	postive
MT1G	AL603839.3	0.402130186926717	1.23841229305264e-13	postive
ZNF419	AL603839.3	0.432577878048426	9.47236344263645e-16	postive
PHKG2	AL603839.3	0.532272474859265	2.27123551016206e-24	postive
EGLN2	AL603839.3	0.488165620382189	3.30693569206446e-20	postive
TAZ	AL603839.3	0.548913134727358	4.17513690838729e-26	postive
STAT3	AGAP2-AS1	-0.404518286740505	8.60045733888999e-14	negative
MAPK14	AGAP2-AS1	-0.419490153292723	8.17500948932086e-15	negative
ISCU	AP001062.1	0.406633132774462	6.21204143723137e-14	postive
DRD4	AP001062.1	0.471959114253198	8.0128129870796e-19	postive
MYB	AP001062.1	0.499212714041774	3.4098805159599e-21	postive
ZFP36	AC036176.3	0.411416907282961	2.95075345231556e-14	postive
GPX4	AP002360.1	0.532508226077345	2.14951290847806e-24	postive
ATF4	AP002360.1	0.423861519835444	4.02116380180049e-15	postive
PRDX6	AP002360.1	0.427189751773769	2.32666117840826e-15	postive
AIFM2	AP002360.1	0.440756761539807	2.34755565137562e-16	postive
ASNS	AP002360.1	0.462417901163311	4.84257842595498e-18	postive
RPL8	AP002360.1	0.473963817456717	5.4513005961995e-19	postive
PHKG2	AP002360.1	0.596520063941024	1.20184185542735e-31	postive
EGLN2	AP002360.1	0.507941859668342	5.33787657017116e-22	postive
TAZ	AP002360.1	0.508630027355524	4.60137797288839e-22	postive
LONP1	AP002360.1	0.42864946470786	1.82678897698751e-15	postive
HELLS	PKD1P6-NPIPP1	0.451176361496532	3.75650149825465e-17	postive
BRD4	PKD1P6-NPIPP1	0.4143468481511	1.85932424192801e-14	postive
TUBE1	PKD1P6-NPIPP1	0.582472340481393	6.4553719105135e-30	postive
ELAVL1	PKD1P6-NPIPP1	0.478752496784372	2.14995170860608e-19	postive
GABPB1	PKD1P6-NPIPP1	0.476667591848384	3.22948637563537e-19	postive
ATG4D	PKD1P6-NPIPP1	0.418119520851958	1.01902899709212e-14	postive
LPIN1	PKD1P6-NPIPP1	0.465246831446658	2.85738636827312e-18	postive
CAV1	AL049775.1	0.472058707725848	7.86140581349945e-19	postive
ANO6	AL049775.1	0.441102568535539	2.21125591370926e-16	postive
AKR1C1	DANCR	0.464814561597167	3.09823971003257e-18	postive
AKR1C2	DANCR	0.407308454732805	5.59637542979633e-14	postive
AKR1C3	DANCR	0.464328723849475	3.39279066256146e-18	postive
PML	DANCR	-0.419948398614126	7.59269615167923e-15	negative
PRDX6	DANCR	0.418404278892331	9.73510050637895e-15	postive
GPX2	DANCR	0.429895121662424	1.48472394389416e-15	postive
ASNS	DANCR	0.573135234620412	8.20857372892575e-29	postive
PSAT1	DANCR	0.509773258675838	3.59289756889969e-22	postive
TUBE1	DANCR	0.453434645484499	2.50424627524573e-17	postive
ELAVL1	DANCR	0.511670473176253	2.37818612306795e-22	postive
KEAP1	DANCR	0.448686527776419	5.8538162737163e-17	postive
ATG4D	DANCR	0.432890314545214	8.98698422399923e-16	postive
BID	DANCR	0.512454937334121	2.00365210396506e-22	postive
PEBP1	DANCR	0.45939783285324	8.45922752453183e-18	postive
LONP1	DANCR	0.419679558873657	7.92920354154731e-15	postive
SLC40A1	TRG-AS1	0.479160458931154	1.98477252871573e-19	postive
ENPP2	TRG-AS1	0.490536836029484	2.04475112098083e-20	postive
ALOX5	TRG-AS1	0.488163937021363	3.30806011831604e-20	postive
CYBB	TRG-AS1	0.557508041168458	4.84858414688198e-27	postive
IFNG	TRG-AS1	0.731697866262745	7.1780347140366e-54	postive
TLR4	TRG-AS1	0.428750632580915	1.79634299283402e-15	postive
GPX2	LINC00885	0.469341805601713	1.31990476322497e-18	postive
BID	LINC00885	0.434895983562047	6.40329224281457e-16	postive
PHKG2	AL022328.4	0.525528194156409	1.07831922271474e-23	postive
FANCD2	AC100861.1	0.481673256119363	1.21016122403569e-19	postive
HELLS	AC100861.1	0.517643585969129	6.3780516115602e-23	postive
FADS2	AC100861.1	0.410984941727147	3.15746835833392e-14	postive
MYB	AC100861.1	0.454880761119089	1.92849174594886e-17	postive
CISD1	LINC01503	0.40733964656054	5.56943033553336e-14	postive
GPX4	AC087752.4	0.402243153947795	1.21731642150037e-13	postive
HELLS	AC087752.4	0.428165198204212	1.97967415572147e-15	postive
ISCU	AC087752.4	0.47558618145664	3.98394630076504e-19	postive
STMN1	AC087752.4	0.482579549297127	1.01137376108521e-19	postive
NOX1	AC087752.4	0.447039678259491	7.8343667236466e-17	postive
PHKG2	AC087752.4	0.467020914583928	2.04740206529044e-18	postive
TUBE1	AP005329.2	0.446121982389941	9.20946916884927e-17	postive
EGLN2	AC099518.6	0.453338867359507	2.54784258933324e-17	postive
SLC7A11	LINC02561	0.405354397788329	7.56454389666829e-14	postive
AKR1C1	LINC02561	0.562442155202231	1.36913768700386e-27	postive
AKR1C2	LINC02561	0.49598131714561	6.68445168773047e-21	postive
AKR1C3	LINC02561	0.565706509121293	5.86200624281279e-28	postive
GCLC	LINC02561	0.423464145671213	4.29089161640118e-15	postive
NQO1	LINC02561	0.46101234380883	6.28234141760212e-18	postive
TXNRD1	LINC02561	0.624140495070586	2.62032914347554e-35	postive
SRXN1	LINC02561	0.534165889634655	1.45748266823151e-24	postive
GPX2	LINC02561	0.590079662282712	7.6474145555682e-31	postive
TFRC	LINC02561	0.462267800445161	4.97936178806706e-18	postive
MAFG	LINC02561	0.434567989269393	6.76930231862939e-16	postive
PGD	LINC02561	0.450112209002366	4.54273280047776e-17	postive
IDH1	LINC02561	0.473081159140474	6.46085497871621e-19	postive
GPX4	SNHG9	0.439015721899675	3.16922907963108e-16	postive
MUC1	SNHG9	0.616248124889523	3.17439986926778e-34	postive
PHKG2	SNHG9	0.561535681551085	1.7299218853117e-27	postive
EGLN2	SNHG9	0.422718906922243	4.84536047357021e-15	postive
TUBE1	OTUD6B-AS1	0.421025289155713	6.37948723321468e-15	postive
EMC2	OTUD6B-AS1	0.595555921760291	1.58968381424082e-31	postive
GABARAPL2	OTUD6B-AS1	0.432715796706422	9.255014003455e-16	postive
PRKAA1	OTUD6B-AS1	0.464771395431457	3.12335926858971e-18	postive
MTDH	OTUD6B-AS1	0.42585424503093	2.8999879049417e-15	postive
CISD2	PITPNA-AS1	0.450706570928332	4.08559381689513e-17	postive
GPX2	PITPNA-AS1	0.425029667025372	3.32085760823537e-15	postive
ASNS	PITPNA-AS1	0.408673512938575	4.52867553634673e-14	postive
PSAT1	PITPNA-AS1	0.448055906459186	6.54613530759686e-17	postive
TUBE1	PITPNA-AS1	0.497681810921417	4.69481115556937e-21	postive
TFRC	PITPNA-AS1	0.423307168581404	4.40225973208015e-15	postive
YWHAE	PITPNA-AS1	0.60776573494053	4.28847568595798e-33	postive
ATG5	PITPNA-AS1	0.50017759457439	2.78515065818448e-21	postive
GABARAPL2	PITPNA-AS1	0.43872134219661	3.333632339341e-16	postive
BID	PITPNA-AS1	0.462497167829471	4.77184081799604e-18	postive
PRKAA1	PITPNA-AS1	0.401386899109535	1.38640758681241e-13	postive
PLIN4	AL592424.1	0.885955634388554	3.91879300830787e-106	postive
GOT1	AL592424.1	0.486371316756273	4.74612107944457e-20	postive
WIPI1	AL592424.1	0.507472146194867	5.90604042732664e-22	postive
ZEB1	AL592424.1	0.450694598686694	4.09433998758593e-17	postive
PRKAA2	AL592424.1	0.838047961079235	4.3113184720026e-84	postive
NFE2L2	AC073046.1	0.421644578890052	5.77008048001744e-15	postive
STAT3	AC073046.1	0.425933048463578	2.86261663688279e-15	postive
MTOR	AC073046.1	0.536974117638936	7.50958909562285e-25	postive
BRD4	AC073046.1	0.434045422743771	7.39522175639602e-16	postive
SETD1B	AC073046.1	0.584097712236488	4.11177196654871e-30	postive
IREB2	AC073046.1	0.541425593022727	2.5915120915639e-25	postive
SP1	AC073046.1	0.518892273671513	4.82805908478828e-23	postive
LPCAT3	AC073046.1	0.49690879047549	5.51416119997268e-21	postive
SLC38A1	AC073046.1	0.428474900581968	1.88051669838144e-15	postive
MAPK1	AC073046.1	0.452037304286018	3.21957910143312e-17	postive
MTDH	AC073046.1	0.418358233408101	9.80733104594256e-15	postive
GPX4	AL035071.1	0.508298928027018	4.94230808584241e-22	postive
CISD1	AL035071.1	0.430624238722898	1.31452538337716e-15	postive
ISCU	AL035071.1	0.444297374765097	1.26836049627433e-16	postive
PHKG2	AL035071.1	0.405463220904607	7.43903565026718e-14	postive
MAP1LC3A	AL035071.1	0.535412758615016	1.08659505159776e-24	postive
SOCS1	AL035071.1	0.517651777390518	6.36643698337376e-23	postive
GPX4	HEIH	0.48364630208957	8.18248704935504e-20	postive
SQSTM1	HEIH	0.425397291187242	3.12630264802341e-15	postive
CISD1	HEIH	0.536684904399466	8.04266336272014e-25	postive
ISCU	HEIH	0.638856802853032	2.0583427902944e-37	postive
NOX1	HEIH	0.419412795772225	8.27753487773801e-15	postive
CARS1	HEIH	0.419050720567277	8.77439466630779e-15	postive
MAP1LC3A	HEIH	0.48296265438166	9.37344166065227e-20	postive
SOCS1	HEIH	0.460582365823136	6.80141831997448e-18	postive
TAZ	HEIH	0.437478425474758	4.12495160539787e-16	postive
SLC7A11	AL391427.1	0.477010560496746	3.02098272919656e-19	postive
AKR1C1	AL391427.1	0.655154340108204	6.99229426740599e-40	postive
AKR1C2	AL391427.1	0.76441559085702	1.9715430756028e-61	postive
AKR1C3	AL391427.1	0.64649878679527	1.49487277111857e-38	postive
GCLC	AL391427.1	0.483490791221521	8.43958194316805e-20	postive
NQO1	AL391427.1	0.565192177638944	6.7044435145732e-28	postive
TXNRD1	AL391427.1	0.548681062656356	4.42125455088138e-26	postive
SRXN1	AL391427.1	0.564578037495531	7.86796658018005e-28	postive
GPX2	AL391427.1	0.548469184632711	4.65842274531108e-26	postive
MAFG	AL391427.1	0.502521660959812	1.69888815661093e-21	postive
PRDX1	AL391427.1	0.512375455071566	2.03878629070824e-22	postive
G6PD	AL391427.1	0.427411949335171	2.24272458365289e-15	postive
PGD	AL391427.1	0.51840647167853	5.38113654798762e-23	postive
ABCC1	AL391427.1	0.536996512889807	7.46979481178945e-25	postive
IDH1	AL391427.1	0.406864964134988	5.9935674945822e-14	postive
ATF4	SNHG7	0.562718589514289	1.27469942390831e-27	postive
RPL8	SNHG7	0.545973159924546	8.59740809096937e-26	postive
SLC2A8	SNHG7	0.433678922868799	7.86771290737332e-16	postive
PHKG2	SNHG7	0.486097050908234	5.01466981362683e-20	postive
EGLN2	SNHG7	0.400080289232718	1.68956964571136e-13	postive
TAZ	SNHG7	0.507755387079906	5.55668381103719e-22	postive
CD44	AL133330.1	0.510241143898894	3.24605077211903e-22	postive
ATF4	DLGAP1-AS1	0.402556528555959	1.16061836991156e-13	postive
AIFM2	DLGAP1-AS1	0.424605849323995	3.55989884714082e-15	postive
GPX2	DLGAP1-AS1	0.406763612482503	6.08813880662626e-14	postive
TUBE1	DLGAP1-AS1	0.455001712669011	1.88670391442885e-17	postive
GPX4	PIK3CD-AS2	0.430291371630474	1.38971210231555e-15	postive
PHKG2	PIK3CD-AS2	0.414898888106355	1.70350683662281e-14	postive
GPX4	AC024896.1	0.454030700614977	2.24893553523793e-17	postive
